"predicted","species","cultivar","ncal","split","location","year","fit","observed"
69,"Apricot","Goldrich","full","Calibration","Zaragoza",2003,"baseline",67
55.17,"Apricot","Goldrich","full","Calibration","Zaragoza",2021,"baseline",51
58.21,"Apricot","Goldrich","full","Calibration","Zaragoza",2017,"baseline",55
58.25,"Apricot","Goldrich","full","Validation","Zaragoza",2000,"baseline",57
68.21,"Apricot","Goldrich","full","Validation","Zaragoza",2009,"baseline",61
77.25,"Apricot","Goldrich","full","Validation","Zaragoza",2010,"baseline",70
66.17,"Apricot","Goldrich","full","Validation","Zaragoza",2011,"baseline",61
58.96,"Apricot","Goldrich","full","Validation","Zaragoza",2019,"baseline",59
51.25,"Apricot","Goldrich","full","Validation","Zaragoza",2020,"baseline",51
70,"Apricot","Sunglo","full","Calibration","Zaragoza",2009,"baseline",68
79.04,"Apricot","Sunglo","full","Calibration","Zaragoza",2004,"baseline",85
62.17,"Apricot","Sunglo","full","Calibration","Zaragoza",2019,"baseline",65
80.12,"Apricot","Sunglo","full","Calibration","Zaragoza",2010,"baseline",79
76.25,"Apricot","Sunglo","full","Calibration","Zaragoza",2012,"baseline",75
60.17,"Apricot","Sunglo","full","Calibration","Zaragoza",2000,"baseline",62
82.08,"Apricot","Sunglo","full","Calibration","Zaragoza",2005,"baseline",80
70.21,"Apricot","Sunglo","full","Calibration","Zaragoza",1999,"baseline",72
69.21,"Apricot","Sunglo","full","Calibration","Zaragoza",2022,"baseline",67
64.04,"Apricot","Sunglo","full","Calibration","Zaragoza",2001,"baseline",70
58.21,"Apricot","Sunglo","full","Calibration","Zaragoza",2020,"baseline",57
75.96,"Apricot","Sunglo","full","Calibration","Zaragoza",2006,"baseline",70
70,"Apricot","Sunglo","full","Calibration","Zaragoza",2013,"baseline",73
74.17,"Apricot","Sunglo","full","Calibration","Zaragoza",2003,"baseline",75
75,"Apricot","Sunglo","full","Calibration","Zaragoza",2015,"baseline",77
82.38,"Apricot","Sunglo","full","Calibration","Zaragoza",2018,"baseline",79
66.12,"Apricot","Sunglo","full","Validation","Zaragoza",2002,"baseline",63
73.25,"Apricot","Sunglo","full","Validation","Zaragoza",2011,"baseline",69
71.17,"Apricot","Sunglo","full","Validation","Zaragoza",2014,"baseline",75
77,"Apricot","Sunglo","full","Validation","Zaragoza",2016,"baseline",62
62.54,"Apricot","Sunglo","full","Validation","Zaragoza",2017,"baseline",62
59.25,"Apricot","Sunglo","full","Validation","Zaragoza",2021,"baseline",60
68.33,"Apricot","Bulida","full","Calibration","Cieza",2015,"baseline",68
66.33,"Apricot","Bulida","full","Calibration","Cieza",2016,"baseline",64
68.33,"Apricot","Bulida","full","Calibration","Cieza",2015,"baseline",64
85.12,"Apricot","Bulida","full","Calibration","Cieza",2010,"baseline",80
61.92,"Apricot","Bulida","full","Calibration","Cieza",2014,"baseline",64
62.38,"Apricot","Bulida","full","Calibration","Cieza",2013,"baseline",68
77.29,"Apricot","Bulida","full","Calibration","Cieza",2012,"baseline",74
67.08,"Apricot","Bulida","full","Calibration","Cieza",2004,"baseline",66
69.29,"Apricot","Bulida","full","Calibration","Cieza",2006,"baseline",69
68.38,"Apricot","Bulida","full","Calibration","Cieza",2018,"baseline",71
73.58,"Apricot","Bulida","full","Calibration","Cieza",2011,"baseline",63
63.08,"Apricot","Bulida","full","Calibration","Cieza",2017,"baseline",67
62.42,"Apricot","Bulida","full","Calibration","Cieza",2020,"baseline",63
71.08,"Apricot","Bulida","full","Calibration","Cieza",2003,"baseline",73
63,"Apricot","Bulida","full","Calibration","Cieza",2019,"baseline",67
64.12,"Apricot","Bulida","full","Validation","Cieza",2021,"baseline",63
66.38,"Apricot","Bulida","full","Validation","Cieza",2009,"baseline",67
63.5,"Apricot","Bulida","full","Validation","Cieza",2008,"baseline",63
66.75,"Apricot","Bulida","full","Validation","Cieza",2007,"baseline",60
79.08,"Apricot","Bulida","full","Validation","Cieza",2005,"baseline",79
64.12,"Apricot","Bulida","full","Validation","Cieza",2022,"baseline",67
75.17,"Apricot","Dorada","full","Calibration","Cieza",2022,"baseline",87
81.38,"Apricot","Dorada","full","Calibration","Cieza",2003,"baseline",81
72.08,"Apricot","Dorada","full","Calibration","Cieza",2021,"baseline",64
81.04,"Apricot","Dorada","full","Calibration","Cieza",2011,"baseline",70
79.29,"Apricot","Dorada","full","Calibration","Cieza",2018,"baseline",81
73.42,"Apricot","Dorada","full","Calibration","Cieza",2008,"baseline",70
73.29,"Apricot","Dorada","full","Calibration","Cieza",2009,"baseline",67
76.58,"Apricot","Dorada","full","Calibration","Cieza",2015,"baseline",71
85.04,"Apricot","Dorada","full","Calibration","Cieza",2016,"baseline",93
78.08,"Apricot","Dorada","full","Calibration","Cieza",2007,"baseline",75
72.67,"Apricot","Dorada","full","Calibration","Cieza",2014,"baseline",71
68.08,"Apricot","Dorada","full","Calibration","Cieza",2017,"baseline",71
73,"Apricot","Dorada","full","Calibration","Cieza",2013,"baseline",85
91.42,"Apricot","Dorada","full","Calibration","Cieza",2010,"baseline",85
69.96,"Apricot","Dorada","full","Calibration","Cieza",2019,"baseline",78
72.08,"Apricot","Dorada","full","Validation","Cieza",2021,"baseline",76
81,"Apricot","Dorada","full","Validation","Cieza",2004,"baseline",88
84.29,"Apricot","Dorada","full","Validation","Cieza",2005,"baseline",81
75,"Apricot","Dorada","full","Validation","Cieza",2006,"baseline",71
90.08,"Apricot","Dorada","full","Validation","Cieza",2012,"baseline",86
76.79,"Apricot","Henderson","scarce","Calibration","Zaragoza",2015,"baseline",77
64.92,"Apricot","Henderson","scarce","Calibration","Zaragoza",2019,"baseline",67
71.42,"Apricot","Henderson","scarce","Calibration","Zaragoza",2020,"baseline",75
80.96,"Apricot","Henderson","scarce","Calibration","Zaragoza",2010,"baseline",84
73.08,"Apricot","Henderson","scarce","Calibration","Zaragoza",2021,"baseline",75
67.29,"Apricot","Henderson","scarce","Calibration","Zaragoza",2000,"baseline",60
66,"Apricot","Henderson","scarce","Calibration","Zaragoza",2001,"baseline",74
72.58,"Apricot","Henderson","scarce","Calibration","Zaragoza",1999,"baseline",68
76.25,"Apricot","Henderson","scarce","Calibration","Zaragoza",2014,"baseline",76
82,"Apricot","Henderson","scarce","Calibration","Zaragoza",2004,"baseline",83
70.96,"Apricot","Henderson","scarce","Validation","Zaragoza",2002,"baseline",61
77.17,"Apricot","Henderson","scarce","Validation","Zaragoza",2003,"baseline",78
82.42,"Apricot","Henderson","scarce","Validation","Zaragoza",2005,"baseline",80
76.29,"Apricot","Henderson","scarce","Validation","Zaragoza",2006,"baseline",73
72.67,"Apricot","Henderson","scarce","Validation","Zaragoza",2009,"baseline",70
73.21,"Apricot","Henderson","scarce","Validation","Zaragoza",2011,"baseline",70
76.25,"Apricot","Henderson","scarce","Validation","Zaragoza",2012,"baseline",76
77.21,"Apricot","Henderson","scarce","Validation","Zaragoza",2013,"baseline",82
85.08,"Apricot","Henderson","scarce","Validation","Zaragoza",2016,"baseline",62
66.5,"Apricot","Henderson","scarce","Validation","Zaragoza",2017,"baseline",62
85.08,"Apricot","Henderson","scarce","Validation","Zaragoza",2018,"baseline",79
65.46,"Apricot","Harcot","scarce","Calibration","Zaragoza",2013,"baseline",70
62.17,"Apricot","Harcot","scarce","Calibration","Zaragoza",2022,"baseline",61
52.96,"Apricot","Harcot","scarce","Calibration","Zaragoza",2020,"baseline",56
61.12,"Apricot","Harcot","scarce","Calibration","Zaragoza",2001,"baseline",66
58.17,"Apricot","Harcot","scarce","Calibration","Zaragoza",2016,"baseline",58
69.96,"Apricot","Harcot","scarce","Calibration","Zaragoza",2003,"baseline",71
69.38,"Apricot","Harcot","scarce","Calibration","Zaragoza",2018,"baseline",70
67.42,"Apricot","Harcot","scarce","Calibration","Zaragoza",2011,"baseline",65
69.58,"Apricot","Harcot","scarce","Calibration","Zaragoza",2009,"baseline",68
64.17,"Apricot","Harcot","scarce","Calibration","Zaragoza",2014,"baseline",62
68.33,"Apricot","Harcot","scarce","Validation","Zaragoza",1999,"baseline",68
60.04,"Apricot","Harcot","scarce","Validation","Zaragoza",2000,"baseline",60
60.33,"Apricot","Harcot","scarce","Validation","Zaragoza",2002,"baseline",59
69.38,"Apricot","Harcot","scarce","Validation","Zaragoza",2004,"baseline",79
80.08,"Apricot","Harcot","scarce","Validation","Zaragoza",2005,"baseline",77
74.33,"Apricot","Harcot","scarce","Validation","Zaragoza",2006,"baseline",70
78.38,"Apricot","Harcot","scarce","Validation","Zaragoza",2010,"baseline",76
73.08,"Apricot","Harcot","scarce","Validation","Zaragoza",2012,"baseline",74
70.33,"Apricot","Harcot","scarce","Validation","Zaragoza",2015,"baseline",72
59.12,"Apricot","Harcot","scarce","Validation","Zaragoza",2017,"baseline",58
59.38,"Apricot","Harcot","scarce","Validation","Zaragoza",2019,"baseline",63
57,"Apricot","Harcot","scarce","Validation","Zaragoza",2021,"baseline",55
66.04,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2004,"baseline",73
61.33,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2014,"baseline",56
64.08,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2013,"baseline",69
57.17,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2017,"baseline",55
58.46,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2002,"baseline",58
53.21,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2021,"baseline",51
69.04,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2015,"baseline",71
71.08,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2012,"baseline",69
55.46,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2016,"baseline",55
79.08,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2005,"baseline",77
66.04,"Apricot","Goldrich","scarce","Validation","Zaragoza",1999,"baseline",62
57.12,"Apricot","Goldrich","scarce","Validation","Zaragoza",2000,"baseline",57
54.12,"Apricot","Goldrich","scarce","Validation","Zaragoza",2001,"baseline",66
67.25,"Apricot","Goldrich","scarce","Validation","Zaragoza",2003,"baseline",67
72.42,"Apricot","Goldrich","scarce","Validation","Zaragoza",2006,"baseline",67
67.12,"Apricot","Goldrich","scarce","Validation","Zaragoza",2009,"baseline",61
76.08,"Apricot","Goldrich","scarce","Validation","Zaragoza",2010,"baseline",70
64.21,"Apricot","Goldrich","scarce","Validation","Zaragoza",2011,"baseline",61
68.08,"Apricot","Goldrich","scarce","Validation","Zaragoza",2018,"baseline",67
58.17,"Apricot","Goldrich","scarce","Validation","Zaragoza",2019,"baseline",59
49.29,"Apricot","Goldrich","scarce","Validation","Zaragoza",2020,"baseline",51
75.38,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2006,"baseline",70
80.46,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2004,"baseline",85
75.33,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2003,"baseline",75
74.96,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2015,"baseline",77
65.12,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2001,"baseline",70
71.29,"Apricot","Sunglo","scarce","Calibration","Zaragoza",1999,"baseline",72
63.38,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2019,"baseline",65
64.38,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2000,"baseline",62
71.38,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2009,"baseline",68
82.62,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2018,"baseline",79
69.17,"Apricot","Sunglo","scarce","Validation","Zaragoza",2002,"baseline",63
82.04,"Apricot","Sunglo","scarce","Validation","Zaragoza",2005,"baseline",80
80.25,"Apricot","Sunglo","scarce","Validation","Zaragoza",2010,"baseline",79
72.33,"Apricot","Sunglo","scarce","Validation","Zaragoza",2011,"baseline",69
76,"Apricot","Sunglo","scarce","Validation","Zaragoza",2012,"baseline",75
71.54,"Apricot","Sunglo","scarce","Validation","Zaragoza",2013,"baseline",73
74.67,"Apricot","Sunglo","scarce","Validation","Zaragoza",2014,"baseline",75
82.17,"Apricot","Sunglo","scarce","Validation","Zaragoza",2016,"baseline",62
65.17,"Apricot","Sunglo","scarce","Validation","Zaragoza",2017,"baseline",62
68.96,"Apricot","Sunglo","scarce","Validation","Zaragoza",2020,"baseline",57
69.25,"Apricot","Sunglo","scarce","Validation","Zaragoza",2021,"baseline",60
72.96,"Apricot","Sunglo","scarce","Validation","Zaragoza",2022,"baseline",67
68.33,"Apricot","Bulida","scarce","Calibration","Cieza",2015,"baseline",64
66.12,"Apricot","Bulida","scarce","Calibration","Cieza",2016,"baseline",64
68.33,"Apricot","Bulida","scarce","Calibration","Cieza",2018,"baseline",71
62.38,"Apricot","Bulida","scarce","Calibration","Cieza",2020,"baseline",63
63.08,"Apricot","Bulida","scarce","Calibration","Cieza",2017,"baseline",67
71.04,"Apricot","Bulida","scarce","Calibration","Cieza",2003,"baseline",73
85.12,"Apricot","Bulida","scarce","Calibration","Cieza",2010,"baseline",80
77.29,"Apricot","Bulida","scarce","Calibration","Cieza",2012,"baseline",74
62.96,"Apricot","Bulida","scarce","Calibration","Cieza",2019,"baseline",67
69.29,"Apricot","Bulida","scarce","Calibration","Cieza",2006,"baseline",69
64.08,"Apricot","Bulida","scarce","Validation","Cieza",2021,"baseline",63
66.46,"Apricot","Bulida","scarce","Validation","Cieza",2009,"baseline",67
63.42,"Apricot","Bulida","scarce","Validation","Cieza",2008,"baseline",63
66.54,"Apricot","Bulida","scarce","Validation","Cieza",2007,"baseline",60
79.08,"Apricot","Bulida","scarce","Validation","Cieza",2005,"baseline",79
66.96,"Apricot","Bulida","scarce","Validation","Cieza",2004,"baseline",66
64,"Apricot","Bulida","scarce","Validation","Cieza",2022,"baseline",67
73.62,"Apricot","Bulida","scarce","Validation","Cieza",2011,"baseline",63
62.29,"Apricot","Bulida","scarce","Validation","Cieza",2013,"baseline",68
61.88,"Apricot","Bulida","scarce","Validation","Cieza",2014,"baseline",64
68.33,"Apricot","Bulida","scarce","Validation","Cieza",2015,"baseline",68
69.96,"Apricot","Dorada","scarce","Calibration","Cieza",2019,"baseline",78
71.21,"Apricot","Dorada","scarce","Calibration","Cieza",2014,"baseline",71
78.12,"Apricot","Dorada","scarce","Calibration","Cieza",2018,"baseline",81
72.21,"Apricot","Dorada","scarce","Calibration","Cieza",2009,"baseline",67
73.17,"Apricot","Dorada","scarce","Calibration","Cieza",2008,"baseline",70
79.42,"Apricot","Dorada","scarce","Calibration","Cieza",2011,"baseline",70
75.08,"Apricot","Dorada","scarce","Calibration","Cieza",2015,"baseline",71
71.08,"Apricot","Dorada","scarce","Calibration","Cieza",2013,"baseline",85
78.38,"Apricot","Dorada","scarce","Calibration","Cieza",2007,"baseline",75
80.58,"Apricot","Dorada","scarce","Calibration","Cieza",2003,"baseline",81
72.29,"Apricot","Dorada","scarce","Validation","Cieza",2021,"baseline",76
72.29,"Apricot","Dorada","scarce","Validation","Cieza",2021,"baseline",64
85.04,"Apricot","Dorada","scarce","Validation","Cieza",2016,"baseline",93
67.33,"Apricot","Dorada","scarce","Validation","Cieza",2017,"baseline",71
80.92,"Apricot","Dorada","scarce","Validation","Cieza",2004,"baseline",88
83.79,"Apricot","Dorada","scarce","Validation","Cieza",2005,"baseline",81
74.04,"Apricot","Dorada","scarce","Validation","Cieza",2006,"baseline",71
74.33,"Apricot","Dorada","scarce","Validation","Cieza",2022,"baseline",87
90.33,"Apricot","Dorada","scarce","Validation","Cieza",2010,"baseline",85
88.88,"Apricot","Dorada","scarce","Validation","Cieza",2012,"baseline",86
86.04,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",1998,"combined",85
86.42,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2022,"combined",80
94,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2016,"combined",92
85.08,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2021,"combined",77
84.04,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2009,"combined",85
91.92,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2014,"combined",85
94.17,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2012,"combined",90
78.38,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2017,"combined",76
83.25,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",1992,"combined",86
94.33,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2015,"combined",91
83.88,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2000,"combined",104
86.62,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",1995,"combined",83
73.17,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",1994,"combined",79
92.83,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2018,"combined",92
88.29,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",1993,"combined",95
84.08,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2019,"combined",81
78.71,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",2001,"combined",82
82.08,"Sweet Cherry","Rainier","full","Calibration","Zaragoza",1999,"combined",86
90.08,"Sweet Cherry","Rainier","full","Validation","Zaragoza",1991,"combined",88
99.92,"Sweet Cherry","Rainier","full","Validation","Zaragoza",1996,"combined",97
79.17,"Sweet Cherry","Rainier","full","Validation","Zaragoza",1997,"combined",75
89.08,"Sweet Cherry","Rainier","full","Validation","Zaragoza",2010,"combined",91
85,"Sweet Cherry","Rainier","full","Validation","Zaragoza",2011,"combined",88
86.17,"Sweet Cherry","Rainier","full","Validation","Zaragoza",2013,"combined",91
88.33,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2019,"combined",86
83.21,"Sweet Cherry","Sam","full","Calibration","Zaragoza",2001,"combined",92
