"predicted","species","cultivar","ncal","split","location","year","fit","observed"
80.42,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2006,"combined",70
76.96,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2004,"combined",85
75.04,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2003,"combined",75
80.21,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2015,"combined",77
64.71,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2001,"combined",70
71.92,"Apricot","Sunglo","scarce","Calibration","Zaragoza",1999,"combined",72
65.08,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2019,"combined",65
64.33,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2000,"combined",62
74.08,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2009,"combined",68
74,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2018,"combined",79
69.08,"Apricot","Sunglo","scarce","Validation","Zaragoza",2002,"combined",63
85.33,"Apricot","Sunglo","scarce","Validation","Zaragoza",2005,"combined",80
82.21,"Apricot","Sunglo","scarce","Validation","Zaragoza",2010,"combined",79
73.12,"Apricot","Sunglo","scarce","Validation","Zaragoza",2011,"combined",69
78.29,"Apricot","Sunglo","scarce","Validation","Zaragoza",2012,"combined",75
68.29,"Apricot","Sunglo","scarce","Validation","Zaragoza",2013,"combined",73
68,"Apricot","Sunglo","scarce","Validation","Zaragoza",2014,"combined",75
59.12,"Apricot","Sunglo","scarce","Validation","Zaragoza",2016,"combined",62
64.17,"Apricot","Sunglo","scarce","Validation","Zaragoza",2017,"combined",62
60.04,"Apricot","Sunglo","scarce","Validation","Zaragoza",2020,"combined",57
65.12,"Apricot","Sunglo","scarce","Validation","Zaragoza",2021,"combined",60
69.33,"Apricot","Sunglo","scarce","Validation","Zaragoza",2022,"combined",67
65.17,"Apricot","Bulida","scarce","Calibration","Cieza",2015,"combined",64
64.46,"Apricot","Bulida","scarce","Calibration","Cieza",2016,"combined",64
68.88,"Apricot","Bulida","scarce","Calibration","Cieza",2018,"combined",71
65.21,"Apricot","Bulida","scarce","Calibration","Cieza",2020,"combined",63
60,"Apricot","Bulida","scarce","Calibration","Cieza",2017,"combined",67
71,"Apricot","Bulida","scarce","Calibration","Cieza",2003,"combined",73
81.38,"Apricot","Bulida","scarce","Calibration","Cieza",2010,"combined",80
78.62,"Apricot","Bulida","scarce","Calibration","Cieza",2012,"combined",74
63.88,"Apricot","Bulida","scarce","Calibration","Cieza",2019,"combined",67
68.79,"Apricot","Bulida","scarce","Calibration","Cieza",2006,"combined",69
61.67,"Apricot","Bulida","scarce","Validation","Cieza",2021,"combined",63
61.71,"Apricot","Bulida","scarce","Validation","Cieza",2009,"combined",67
58.67,"Apricot","Bulida","scarce","Validation","Cieza",2008,"combined",63
66.25,"Apricot","Bulida","scarce","Validation","Cieza",2007,"combined",60
77.25,"Apricot","Bulida","scarce","Validation","Cieza",2005,"combined",79
64.12,"Apricot","Bulida","scarce","Validation","Cieza",2004,"combined",66
67.25,"Apricot","Bulida","scarce","Validation","Cieza",2022,"combined",67
67.88,"Apricot","Bulida","scarce","Validation","Cieza",2011,"combined",63
63.33,"Apricot","Bulida","scarce","Validation","Cieza",2013,"combined",68
61.04,"Apricot","Bulida","scarce","Validation","Cieza",2014,"combined",64
65.17,"Apricot","Bulida","scarce","Validation","Cieza",2015,"combined",68
77.25,"Apricot","Dorada","scarce","Calibration","Cieza",2019,"combined",78
72,"Apricot","Dorada","scarce","Calibration","Cieza",2014,"combined",71
80.25,"Apricot","Dorada","scarce","Calibration","Cieza",2018,"combined",81
69.25,"Apricot","Dorada","scarce","Calibration","Cieza",2009,"combined",67
71.08,"Apricot","Dorada","scarce","Calibration","Cieza",2008,"combined",70
77.29,"Apricot","Dorada","scarce","Calibration","Cieza",2011,"combined",70
74.5,"Apricot","Dorada","scarce","Calibration","Cieza",2015,"combined",71
73.96,"Apricot","Dorada","scarce","Calibration","Cieza",2013,"combined",85
79.08,"Apricot","Dorada","scarce","Calibration","Cieza",2007,"combined",75
82.92,"Apricot","Dorada","scarce","Calibration","Cieza",2003,"combined",81
80.12,"Apricot","Dorada","scarce","Validation","Cieza",2021,"combined",76
80.12,"Apricot","Dorada","scarce","Validation","Cieza",2021,"combined",64
83,"Apricot","Dorada","scarce","Validation","Cieza",2016,"combined",93
68,"Apricot","Dorada","scarce","Validation","Cieza",2017,"combined",71
77.67,"Apricot","Dorada","scarce","Validation","Cieza",2004,"combined",88
84.88,"Apricot","Dorada","scarce","Validation","Cieza",2005,"combined",81
75.54,"Apricot","Dorada","scarce","Validation","Cieza",2006,"combined",71
74.29,"Apricot","Dorada","scarce","Validation","Cieza",2022,"combined",87
89.08,"Apricot","Dorada","scarce","Validation","Cieza",2010,"combined",85
90.08,"Apricot","Dorada","scarce","Validation","Cieza",2012,"combined",86
75.42,"Apricot","Henderson","full","Calibration","Zaragoza",2006,"single",73
75.12,"Apricot","Henderson","full","Calibration","Zaragoza",2021,"single",75
65.04,"Apricot","Henderson","full","Calibration","Zaragoza",2019,"single",67
74.96,"Apricot","Henderson","full","Calibration","Zaragoza",2020,"single",75
76.29,"Apricot","Henderson","full","Calibration","Zaragoza",2012,"single",76
71.25,"Apricot","Henderson","full","Calibration","Zaragoza",1999,"single",68
80,"Apricot","Henderson","full","Calibration","Zaragoza",2004,"single",83
76.21,"Apricot","Henderson","full","Calibration","Zaragoza",2015,"single",77
67,"Apricot","Henderson","full","Calibration","Zaragoza",2001,"single",74
75.12,"Apricot","Henderson","full","Calibration","Zaragoza",2014,"single",76
64.25,"Apricot","Henderson","full","Calibration","Zaragoza",2000,"single",60
80.71,"Apricot","Henderson","full","Calibration","Zaragoza",2010,"single",84
77.04,"Apricot","Henderson","full","Calibration","Zaragoza",2003,"single",78
82.33,"Apricot","Henderson","full","Calibration","Zaragoza",2005,"single",80
69.25,"Apricot","Henderson","full","Calibration","Zaragoza",2002,"single",61
71.21,"Apricot","Henderson","full","Validation","Zaragoza",2009,"single",70
73.04,"Apricot","Henderson","full","Validation","Zaragoza",2011,"single",70
78,"Apricot","Henderson","full","Validation","Zaragoza",2013,"single",82
83.21,"Apricot","Henderson","full","Validation","Zaragoza",2016,"single",62
66,"Apricot","Henderson","full","Validation","Zaragoza",2017,"single",62
82,"Apricot","Henderson","full","Validation","Zaragoza",2018,"single",79
74.04,"Apricot","Harcot","full","Calibration","Zaragoza",2004,"single",79
66.58,"Apricot","Harcot","full","Calibration","Zaragoza",2013,"single",70
57.12,"Apricot","Harcot","full","Calibration","Zaragoza",2000,"single",60
72.08,"Apricot","Harcot","full","Calibration","Zaragoza",2012,"single",74
79.21,"Apricot","Harcot","full","Calibration","Zaragoza",2005,"single",77
69.12,"Apricot","Harcot","full","Calibration","Zaragoza",2003,"single",71
62.04,"Apricot","Harcot","full","Calibration","Zaragoza",2001,"single",66
59.25,"Apricot","Harcot","full","Calibration","Zaragoza",2022,"single",61
67.29,"Apricot","Harcot","full","Calibration","Zaragoza",2011,"single",65
58,"Apricot","Harcot","full","Calibration","Zaragoza",2016,"single",58
60.04,"Apricot","Harcot","full","Calibration","Zaragoza",2002,"single",59
69.33,"Apricot","Harcot","full","Calibration","Zaragoza",2018,"single",70
53,"Apricot","Harcot","full","Calibration","Zaragoza",2020,"single",56
70.08,"Apricot","Harcot","full","Calibration","Zaragoza",2009,"single",68
63.29,"Apricot","Harcot","full","Calibration","Zaragoza",2014,"single",62
59.25,"Apricot","Harcot","full","Calibration","Zaragoza",2017,"single",58
68.33,"Apricot","Harcot","full","Validation","Zaragoza",1999,"single",68
74.08,"Apricot","Harcot","full","Validation","Zaragoza",2006,"single",70
78.25,"Apricot","Harcot","full","Validation","Zaragoza",2010,"single",76
69.29,"Apricot","Harcot","full","Validation","Zaragoza",2015,"single",72
59.08,"Apricot","Harcot","full","Validation","Zaragoza",2019,"single",63
53.21,"Apricot","Harcot","full","Validation","Zaragoza",2021,"single",55
71.08,"Apricot","Goldrich","full","Calibration","Zaragoza",2004,"single",73
67.17,"Apricot","Goldrich","full","Calibration","Zaragoza",2018,"single",67
68.92,"Apricot","Goldrich","full","Calibration","Zaragoza",2012,"single",69
71.33,"Apricot","Goldrich","full","Calibration","Zaragoza",2006,"single",67
68,"Apricot","Goldrich","full","Calibration","Zaragoza",2015,"single",71
56.38,"Apricot","Goldrich","full","Calibration","Zaragoza",2014,"single",56
61.04,"Apricot","Goldrich","full","Calibration","Zaragoza",2001,"single",66
55.33,"Apricot","Goldrich","full","Calibration","Zaragoza",2016,"single",55
57.79,"Apricot","Goldrich","full","Calibration","Zaragoza",2002,"single",58
77.33,"Apricot","Goldrich","full","Calibration","Zaragoza",2005,"single",77
62.29,"Apricot","Goldrich","full","Calibration","Zaragoza",1999,"single",62
65.21,"Apricot","Goldrich","full","Calibration","Zaragoza",2013,"single",69
65.12,"Apricot","Goldrich","full","Calibration","Zaragoza",2003,"single",67
50,"Apricot","Goldrich","full","Calibration","Zaragoza",2021,"single",51
56.33,"Apricot","Goldrich","full","Calibration","Zaragoza",2017,"single",55
52.12,"Apricot","Goldrich","full","Validation","Zaragoza",2000,"single",57
66.88,"Apricot","Goldrich","full","Validation","Zaragoza",2009,"single",61
75,"Apricot","Goldrich","full","Validation","Zaragoza",2010,"single",70
58.04,"Apricot","Goldrich","full","Validation","Zaragoza",2011,"single",61
56.25,"Apricot","Goldrich","full","Validation","Zaragoza",2019,"single",59
47.04,"Apricot","Goldrich","full","Validation","Zaragoza",2020,"single",51
70.29,"Apricot","Sunglo","full","Calibration","Zaragoza",2009,"single",68
79.92,"Apricot","Sunglo","full","Calibration","Zaragoza",2004,"single",85
63.04,"Apricot","Sunglo","full","Calibration","Zaragoza",2019,"single",65
79.83,"Apricot","Sunglo","full","Calibration","Zaragoza",2010,"single",79
76.12,"Apricot","Sunglo","full","Calibration","Zaragoza",2012,"single",75
60.12,"Apricot","Sunglo","full","Calibration","Zaragoza",2000,"single",62
82.25,"Apricot","Sunglo","full","Calibration","Zaragoza",2005,"single",80
70,"Apricot","Sunglo","full","Calibration","Zaragoza",1999,"single",72
68.08,"Apricot","Sunglo","full","Calibration","Zaragoza",2022,"single",67
65.29,"Apricot","Sunglo","full","Calibration","Zaragoza",2001,"single",70
61.17,"Apricot","Sunglo","full","Calibration","Zaragoza",2020,"single",57
75.42,"Apricot","Sunglo","full","Calibration","Zaragoza",2006,"single",70
73.04,"Apricot","Sunglo","full","Calibration","Zaragoza",2013,"single",73
73.38,"Apricot","Sunglo","full","Calibration","Zaragoza",2003,"single",75
75.04,"Apricot","Sunglo","full","Calibration","Zaragoza",2015,"single",77
79.17,"Apricot","Sunglo","full","Calibration","Zaragoza",2018,"single",79
68.25,"Apricot","Sunglo","full","Validation","Zaragoza",2002,"single",63
72.12,"Apricot","Sunglo","full","Validation","Zaragoza",2011,"single",69
71,"Apricot","Sunglo","full","Validation","Zaragoza",2014,"single",75
81,"Apricot","Sunglo","full","Validation","Zaragoza",2016,"single",62
62.25,"Apricot","Sunglo","full","Validation","Zaragoza",2017,"single",62
61.12,"Apricot","Sunglo","full","Validation","Zaragoza",2021,"single",60
68.38,"Apricot","Bulida","full","Calibration","Cieza",2015,"single",68
65.58,"Apricot","Bulida","full","Calibration","Cieza",2016,"single",64
68.38,"Apricot","Bulida","full","Calibration","Cieza",2015,"single",64
81.42,"Apricot","Bulida","full","Calibration","Cieza",2010,"single",80
62.17,"Apricot","Bulida","full","Calibration","Cieza",2014,"single",64
64.96,"Apricot","Bulida","full","Calibration","Cieza",2013,"single",68
76.38,"Apricot","Bulida","full","Calibration","Cieza",2012,"single",74
66.25,"Apricot","Bulida","full","Calibration","Cieza",2004,"single",66
69.04,"Apricot","Bulida","full","Calibration","Cieza",2006,"single",69
68.5,"Apricot","Bulida","full","Calibration","Cieza",2018,"single",71
64.25,"Apricot","Bulida","full","Calibration","Cieza",2011,"single",63
62.04,"Apricot","Bulida","full","Calibration","Cieza",2017,"single",67
63.46,"Apricot","Bulida","full","Calibration","Cieza",2020,"single",63
71.29,"Apricot","Bulida","full","Calibration","Cieza",2003,"single",73
66.96,"Apricot","Bulida","full","Calibration","Cieza",2019,"single",67
65,"Apricot","Bulida","full","Validation","Cieza",2021,"single",63
61.42,"Apricot","Bulida","full","Validation","Cieza",2009,"single",67
60.17,"Apricot","Bulida","full","Validation","Cieza",2008,"single",63
68.96,"Apricot","Bulida","full","Validation","Cieza",2007,"single",60
77.33,"Apricot","Bulida","full","Validation","Cieza",2005,"single",79
66.96,"Apricot","Bulida","full","Validation","Cieza",2022,"single",67
78.25,"Apricot","Dorada","full","Calibration","Cieza",2022,"single",87
80.25,"Apricot","Dorada","full","Calibration","Cieza",2003,"single",81
64.71,"Apricot","Dorada","full","Calibration","Cieza",2021,"single",64
76.08,"Apricot","Dorada","full","Calibration","Cieza",2011,"single",70
81.67,"Apricot","Dorada","full","Calibration","Cieza",2018,"single",81
73.29,"Apricot","Dorada","full","Calibration","Cieza",2008,"single",70
71.33,"Apricot","Dorada","full","Calibration","Cieza",2009,"single",67
75.29,"Apricot","Dorada","full","Calibration","Cieza",2015,"single",71
93.42,"Apricot","Dorada","full","Calibration","Cieza",2016,"single",93
77.42,"Apricot","Dorada","full","Calibration","Cieza",2007,"single",75
70.5,"Apricot","Dorada","full","Calibration","Cieza",2014,"single",71
68.21,"Apricot","Dorada","full","Calibration","Cieza",2017,"single",71
76,"Apricot","Dorada","full","Calibration","Cieza",2013,"single",85
90.08,"Apricot","Dorada","full","Calibration","Cieza",2010,"single",85
77.79,"Apricot","Dorada","full","Calibration","Cieza",2019,"single",78
64.71,"Apricot","Dorada","full","Validation","Cieza",2021,"single",76
79,"Apricot","Dorada","full","Validation","Cieza",2004,"single",88
83.92,"Apricot","Dorada","full","Validation","Cieza",2005,"single",81
77.5,"Apricot","Dorada","full","Validation","Cieza",2006,"single",71
91.29,"Apricot","Dorada","full","Validation","Cieza",2012,"single",86
77.21,"Apricot","Henderson","scarce","Calibration","Zaragoza",2015,"single",77
66.04,"Apricot","Henderson","scarce","Calibration","Zaragoza",2019,"single",67
75,"Apricot","Henderson","scarce","Calibration","Zaragoza",2020,"single",75
80.92,"Apricot","Henderson","scarce","Calibration","Zaragoza",2010,"single",84
74.17,"Apricot","Henderson","scarce","Calibration","Zaragoza",2021,"single",75
63.25,"Apricot","Henderson","scarce","Calibration","Zaragoza",2000,"single",60
68,"Apricot","Henderson","scarce","Calibration","Zaragoza",2001,"single",74
71.58,"Apricot","Henderson","scarce","Calibration","Zaragoza",1999,"single",68
76.5,"Apricot","Henderson","scarce","Calibration","Zaragoza",2014,"single",76
82.38,"Apricot","Henderson","scarce","Calibration","Zaragoza",2004,"single",83
72.29,"Apricot","Henderson","scarce","Validation","Zaragoza",2002,"single",61
76,"Apricot","Henderson","scarce","Validation","Zaragoza",2003,"single",78
84.12,"Apricot","Henderson","scarce","Validation","Zaragoza",2005,"single",80
77.92,"Apricot","Henderson","scarce","Validation","Zaragoza",2006,"single",73
73.21,"Apricot","Henderson","scarce","Validation","Zaragoza",2009,"single",70
72.67,"Apricot","Henderson","scarce","Validation","Zaragoza",2011,"single",70
76.62,"Apricot","Henderson","scarce","Validation","Zaragoza",2012,"single",76
79.17,"Apricot","Henderson","scarce","Validation","Zaragoza",2013,"single",82
85.96,"Apricot","Henderson","scarce","Validation","Zaragoza",2016,"single",62
66.92,"Apricot","Henderson","scarce","Validation","Zaragoza",2017,"single",62
85.08,"Apricot","Henderson","scarce","Validation","Zaragoza",2018,"single",79
66.25,"Apricot","Harcot","scarce","Calibration","Zaragoza",2013,"single",70
60.17,"Apricot","Harcot","scarce","Calibration","Zaragoza",2022,"single",61
54.17,"Apricot","Harcot","scarce","Calibration","Zaragoza",2020,"single",56
61.92,"Apricot","Harcot","scarce","Calibration","Zaragoza",2001,"single",66
58.08,"Apricot","Harcot","scarce","Calibration","Zaragoza",2016,"single",58
69.08,"Apricot","Harcot","scarce","Calibration","Zaragoza",2003,"single",71
69.25,"Apricot","Harcot","scarce","Calibration","Zaragoza",2018,"single",70
66.33,"Apricot","Harcot","scarce","Calibration","Zaragoza",2011,"single",65
69,"Apricot","Harcot","scarce","Calibration","Zaragoza",2009,"single",68
63.17,"Apricot","Harcot","scarce","Calibration","Zaragoza",2014,"single",62
67.96,"Apricot","Harcot","scarce","Validation","Zaragoza",1999,"single",68
57.33,"Apricot","Harcot","scarce","Validation","Zaragoza",2000,"single",60
60.25,"Apricot","Harcot","scarce","Validation","Zaragoza",2002,"single",59
71.12,"Apricot","Harcot","scarce","Validation","Zaragoza",2004,"single",79
79.62,"Apricot","Harcot","scarce","Validation","Zaragoza",2005,"single",77
74.08,"Apricot","Harcot","scarce","Validation","Zaragoza",2006,"single",70
78,"Apricot","Harcot","scarce","Validation","Zaragoza",2010,"single",76
71.92,"Apricot","Harcot","scarce","Validation","Zaragoza",2012,"single",74
70.21,"Apricot","Harcot","scarce","Validation","Zaragoza",2015,"single",72
59.17,"Apricot","Harcot","scarce","Validation","Zaragoza",2017,"single",58
59.08,"Apricot","Harcot","scarce","Validation","Zaragoza",2019,"single",63
55.12,"Apricot","Harcot","scarce","Validation","Zaragoza",2021,"single",55
72.12,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2004,"single",73
56.29,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2014,"single",56
65.46,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2013,"single",69
56.29,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2017,"single",55
58.17,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2002,"single",58
51,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2021,"single",51
70.92,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2015,"single",71
69.04,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2012,"single",69
55,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2016,"single",55
80,"Apricot","Goldrich","scarce","Calibration","Zaragoza",2005,"single",77
67.21,"Apricot","Goldrich","scarce","Validation","Zaragoza",1999,"single",62
51.12,"Apricot","Goldrich","scarce","Validation","Zaragoza",2000,"single",57
61.33,"Apricot","Goldrich","scarce","Validation","Zaragoza",2001,"single",66
67.25,"Apricot","Goldrich","scarce","Validation","Zaragoza",2003,"single",67
74.17,"Apricot","Goldrich","scarce","Validation","Zaragoza",2006,"single",67
68.12,"Apricot","Goldrich","scarce","Validation","Zaragoza",2009,"single",61
76.29,"Apricot","Goldrich","scarce","Validation","Zaragoza",2010,"single",70
59.12,"Apricot","Goldrich","scarce","Validation","Zaragoza",2011,"single",61
64.29,"Apricot","Goldrich","scarce","Validation","Zaragoza",2018,"single",67
57.12,"Apricot","Goldrich","scarce","Validation","Zaragoza",2019,"single",59
47.33,"Apricot","Goldrich","scarce","Validation","Zaragoza",2020,"single",51
74.54,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2006,"single",70
82.96,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2004,"single",85
75.33,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2003,"single",75
76.42,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2015,"single",77
66.25,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2001,"single",70
70.67,"Apricot","Sunglo","scarce","Calibration","Zaragoza",1999,"single",72
64.92,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2019,"single",65
62.33,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2000,"single",62
70.29,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2009,"single",68
77.17,"Apricot","Sunglo","scarce","Calibration","Zaragoza",2018,"single",79
69.38,"Apricot","Sunglo","scarce","Validation","Zaragoza",2002,"single",63
83.08,"Apricot","Sunglo","scarce","Validation","Zaragoza",2005,"single",80
80.08,"Apricot","Sunglo","scarce","Validation","Zaragoza",2010,"single",79
69.33,"Apricot","Sunglo","scarce","Validation","Zaragoza",2011,"single",69
76,"Apricot","Sunglo","scarce","Validation","Zaragoza",2012,"single",75
77.08,"Apricot","Sunglo","scarce","Validation","Zaragoza",2013,"single",73
75.12,"Apricot","Sunglo","scarce","Validation","Zaragoza",2014,"single",75
85.12,"Apricot","Sunglo","scarce","Validation","Zaragoza",2016,"single",62
66.17,"Apricot","Sunglo","scarce","Validation","Zaragoza",2017,"single",62
71.21,"Apricot","Sunglo","scarce","Validation","Zaragoza",2020,"single",57
70.96,"Apricot","Sunglo","scarce","Validation","Zaragoza",2021,"single",60
68.62,"Apricot","Sunglo","scarce","Validation","Zaragoza",2022,"single",67
66.38,"Apricot","Bulida","scarce","Calibration","Cieza",2015,"single",64
65.33,"Apricot","Bulida","scarce","Calibration","Cieza",2016,"single",64
69.29,"Apricot","Bulida","scarce","Calibration","Cieza",2018,"single",71
64.21,"Apricot","Bulida","scarce","Calibration","Cieza",2020,"single",63
62,"Apricot","Bulida","scarce","Calibration","Cieza",2017,"single",67
73.67,"Apricot","Bulida","scarce","Calibration","Cieza",2003,"single",73
81.04,"Apricot","Bulida","scarce","Calibration","Cieza",2010,"single",80
76.29,"Apricot","Bulida","scarce","Calibration","Cieza",2012,"single",74
66.25,"Apricot","Bulida","scarce","Calibration","Cieza",2019,"single",67
68.29,"Apricot","Bulida","scarce","Calibration","Cieza",2006,"single",69
64.83,"Apricot","Bulida","scarce","Validation","Cieza",2021,"single",63
60.54,"Apricot","Bulida","scarce","Validation","Cieza",2009,"single",67
60.38,"Apricot","Bulida","scarce","Validation","Cieza",2008,"single",63
69.33,"Apricot","Bulida","scarce","Validation","Cieza",2007,"single",60
76.08,"Apricot","Bulida","scarce","Validation","Cieza",2005,"single",79
69.12,"Apricot","Bulida","scarce","Validation","Cieza",2004,"single",66
63.29,"Apricot","Bulida","scarce","Validation","Cieza",2022,"single",67
67.96,"Apricot","Bulida","scarce","Validation","Cieza",2011,"single",63
61.79,"Apricot","Bulida","scarce","Validation","Cieza",2013,"single",68
61.42,"Apricot","Bulida","scarce","Validation","Cieza",2014,"single",64
66.38,"Apricot","Bulida","scarce","Validation","Cieza",2015,"single",68
77.83,"Apricot","Dorada","scarce","Calibration","Cieza",2019,"single",78
68,"Apricot","Dorada","scarce","Calibration","Cieza",2014,"single",71
81.25,"Apricot","Dorada","scarce","Calibration","Cieza",2018,"single",81
69.29,"Apricot","Dorada","scarce","Calibration","Cieza",2009,"single",67
71.04,"Apricot","Dorada","scarce","Calibration","Cieza",2008,"single",70
76.29,"Apricot","Dorada","scarce","Calibration","Cieza",2011,"single",70
73.29,"Apricot","Dorada","scarce","Calibration","Cieza",2015,"single",71
76.96,"Apricot","Dorada","scarce","Calibration","Cieza",2013,"single",85
77.38,"Apricot","Dorada","scarce","Calibration","Cieza",2007,"single",75
81.29,"Apricot","Dorada","scarce","Calibration","Cieza",2003,"single",81
84.88,"Apricot","Dorada","scarce","Validation","Cieza",2021,"single",76
84.88,"Apricot","Dorada","scarce","Validation","Cieza",2021,"single",64
86.92,"Apricot","Dorada","scarce","Validation","Cieza",2016,"single",93
65.67,"Apricot","Dorada","scarce","Validation","Cieza",2017,"single",71
87.04,"Apricot","Dorada","scarce","Validation","Cieza",2004,"single",88
82.33,"Apricot","Dorada","scarce","Validation","Cieza",2005,"single",81
75.38,"Apricot","Dorada","scarce","Validation","Cieza",2006,"single",71
73.54,"Apricot","Dorada","scarce","Validation","Cieza",2022,"single",87
89.29,"Apricot","Dorada","scarce","Validation","Cieza",2010,"single",85
87.12,"Apricot","Dorada","scarce","Validation","Cieza",2012,"single",86
75.21,"Apricot","Henderson","full","Calibration","Zaragoza",2006,"baseline",73
72.08,"Apricot","Henderson","full","Calibration","Zaragoza",2021,"baseline",75
63.54,"Apricot","Henderson","full","Calibration","Zaragoza",2019,"baseline",67
70.92,"Apricot","Henderson","full","Calibration","Zaragoza",2020,"baseline",75
75.29,"Apricot","Henderson","full","Calibration","Zaragoza",2012,"baseline",76
71.71,"Apricot","Henderson","full","Calibration","Zaragoza",1999,"baseline",68
81.17,"Apricot","Henderson","full","Calibration","Zaragoza",2004,"baseline",83
75.08,"Apricot","Henderson","full","Calibration","Zaragoza",2015,"baseline",77
65.17,"Apricot","Henderson","full","Calibration","Zaragoza",2001,"baseline",74
75.33,"Apricot","Henderson","full","Calibration","Zaragoza",2014,"baseline",76
66.17,"Apricot","Henderson","full","Calibration","Zaragoza",2000,"baseline",60
80.25,"Apricot","Henderson","full","Calibration","Zaragoza",2010,"baseline",84
76,"Apricot","Henderson","full","Calibration","Zaragoza",2003,"baseline",78
81.92,"Apricot","Henderson","full","Calibration","Zaragoza",2005,"baseline",80
69.46,"Apricot","Henderson","full","Calibration","Zaragoza",2002,"baseline",61
72.04,"Apricot","Henderson","full","Validation","Zaragoza",2009,"baseline",70
72.04,"Apricot","Henderson","full","Validation","Zaragoza",2011,"baseline",70
74.04,"Apricot","Henderson","full","Validation","Zaragoza",2013,"baseline",82
83.96,"Apricot","Henderson","full","Validation","Zaragoza",2016,"baseline",62
65.79,"Apricot","Henderson","full","Validation","Zaragoza",2017,"baseline",62
82.38,"Apricot","Henderson","full","Validation","Zaragoza",2018,"baseline",79
71.12,"Apricot","Harcot","full","Calibration","Zaragoza",2004,"baseline",79
65.71,"Apricot","Harcot","full","Calibration","Zaragoza",2013,"baseline",70
60.29,"Apricot","Harcot","full","Calibration","Zaragoza",2000,"baseline",60
73.21,"Apricot","Harcot","full","Calibration","Zaragoza",2012,"baseline",74
80.25,"Apricot","Harcot","full","Calibration","Zaragoza",2005,"baseline",77
70.17,"Apricot","Harcot","full","Calibration","Zaragoza",2003,"baseline",71
61.29,"Apricot","Harcot","full","Calibration","Zaragoza",2001,"baseline",66
62.46,"Apricot","Harcot","full","Calibration","Zaragoza",2022,"baseline",61
68.21,"Apricot","Harcot","full","Calibration","Zaragoza",2011,"baseline",65
58,"Apricot","Harcot","full","Calibration","Zaragoza",2016,"baseline",58
61.25,"Apricot","Harcot","full","Calibration","Zaragoza",2002,"baseline",59
69.96,"Apricot","Harcot","full","Calibration","Zaragoza",2018,"baseline",70
53.17,"Apricot","Harcot","full","Calibration","Zaragoza",2020,"baseline",56
70.12,"Apricot","Harcot","full","Calibration","Zaragoza",2009,"baseline",68
64.33,"Apricot","Harcot","full","Calibration","Zaragoza",2014,"baseline",62
59.33,"Apricot","Harcot","full","Calibration","Zaragoza",2017,"baseline",58
69.08,"Apricot","Harcot","full","Validation","Zaragoza",1999,"baseline",68
75.04,"Apricot","Harcot","full","Validation","Zaragoza",2006,"baseline",70
78.96,"Apricot","Harcot","full","Validation","Zaragoza",2010,"baseline",76
70.71,"Apricot","Harcot","full","Validation","Zaragoza",2015,"baseline",72
60.04,"Apricot","Harcot","full","Validation","Zaragoza",2019,"baseline",63
57.29,"Apricot","Harcot","full","Validation","Zaragoza",2021,"baseline",55
68.08,"Apricot","Goldrich","full","Calibration","Zaragoza",2004,"baseline",73
69.04,"Apricot","Goldrich","full","Calibration","Zaragoza",2018,"baseline",67
72.17,"Apricot","Goldrich","full","Calibration","Zaragoza",2012,"baseline",69
73.46,"Apricot","Goldrich","full","Calibration","Zaragoza",2006,"baseline",67
70,"Apricot","Goldrich","full","Calibration","Zaragoza",2015,"baseline",71
63.21,"Apricot","Goldrich","full","Calibration","Zaragoza",2014,"baseline",56
59.04,"Apricot","Goldrich","full","Calibration","Zaragoza",2001,"baseline",66
57.42,"Apricot","Goldrich","full","Calibration","Zaragoza",2016,"baseline",55
59.42,"Apricot","Goldrich","full","Calibration","Zaragoza",2002,"baseline",58
79.58,"Apricot","Goldrich","full","Calibration","Zaragoza",2005,"baseline",77
67.33,"Apricot","Goldrich","full","Calibration","Zaragoza",1999,"baseline",62
65.12,"Apricot","Goldrich","full","Calibration","Zaragoza",2013,"baseline",69
